         9712416 function calls (9098865 primitive calls) in 55.903 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\scipy\_lib\_util.py:225(_prune_array)
       18    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\transforms.py:1009(minposx)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axes\_base.py:3055(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1724(_get_supported_file_loaders)
       55    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\distribute\distribute_lib.py:4023(_experimental_distribute_dataset)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\layers\merging\concatenate.py:105(compute_output_shape)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\projections\__init__.py:110(get_projection_class)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tkinter\__init__.py:2431(__getattr__)
       12    0.000    0.000    0.000    0.000 {method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects}
        3    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\linalg\_linalg.py:142(_realType)
       58    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\range.py:298(stop)
       18    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\groupby\grouper.py:948(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\util\tf_stack.py:95(__init__)
       55    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\composite_tensor.py:87(_convert_variables_to_tensors)
       42    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\saving\serialization_lib.py:33(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\transforms.py:951(y0)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\spines.py:549(from_dict)
        4    0.000    0.000    0.000    0.000 {method 'globalunsetvar' of '_tkinter.tkapp' objects}
       79    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       16    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\linalg\_linalg.py:128(isComplexType)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\ops\missing.py:131(dispatch_fill_zeros)
       16    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\device_spec.py:30(_as_str_or_none)
       14    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\distribute\distribute_lib.py:2477(_container_strategy)
       55    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\callbacks\callback.py:71(set_params)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\figure.py:3000(set_canvas)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\container.py:16(__new__)
       16    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\ticker.py:191(set_axis)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backend_tools.py:52(_register_tool_class)
       38    0.000    0.000    0.000    0.000 {built-in method _operator.neg}
       24    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\lib\_function_base_impl.py:408(<genexpr>)
        5    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\common.py:86(consensus_name_attr)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\series.py:4926(_reindex_indexer)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\gridspec.py:541(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\seaborn\_base.py:1196(<genexpr>)
       15    0.000    0.000    0.000    0.000 {method '__array__' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\linalg\_linalg.py:198(_assert_stacked_square)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\internals\concat.py:202(_maybe_reindex_columns_na_proxy)
       47    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\groupby\ops.py:592(groupings)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\utils\_param_validation.py:445(_check_params)
       54    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\constraints\__init__.py:41(get)
        3    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\layers\normalization\batch_normalization.py:220(compute_output_shape)
        6    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\nodes.py:1006(as_const)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\cbook.py:2055(__init__)
       22    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\legend.py:1078(get_bbox_to_anchor)
        3    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\re\_parser.py:312(_class_escape)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\utils\_set_output.py:193(supported_outputs)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backend_bases.py:1734(_fix_ipython_backend2gui)
        5    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\PIL\Image.py:3668(register_mime)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\utils\tracking.py:103(untrack)
       24    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\compiler.py:765(get_resolve_func)
       18    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
       45    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\fromnumeric.py:105(_take_dispatcher)
       36    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\__init__.py:336(wrapper)
       30    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\ops\function.py:89(inputs)
        5    0.000    0.000    0.000    0.000 {built-in method sys._current_frames}
       18    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\PIL\ImageFile.py:263(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\ticker.py:534(set_useLocale)
       26    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\markers.py:355(get_alt_path)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\compiler.py:422(start_write)
       17    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\enum.py:957(_check_for_existing_members_)
       52    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\fromnumeric.py:3356(_round_dispatcher)
       48    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:354(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\linalg\_linalg.py:192(_assert_stacked_2d)
       34    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backend_bases.py:734(get_antialiased)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\figure.py:162(<genexpr>)
       24    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\runtime.py:229(resolve_or_missing)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tkinter\__init__.py:2111(wm_frame)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tkinter\__init__.py:2559(Grid)
        6    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\enum.py:1394(_iter_member_by_value_)
        5    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch\serialization.py:1826(UnpicklerWrapper)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\lexer.py:350(push)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backends\backend_agg.py:262(buffer_rgba)
        5    0.000    0.000    0.000    0.000 {method 'with_traceback' of 'BaseException' objects}
        4    0.000    0.000    0.000    0.000 {method 'MergeFrom' of 'google._upb._message.Message' objects}
       39    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\enum.py:241(__set_name__)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\autograph\core\ag_ctx.py:91(_default_control_status_ctx)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\device_spec.py:306(_get_valid_device_types)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tkinter\__init__.py:174(EventType)
       15    0.000    0.000    0.000    0.000 {built-in method math.isnan}
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tempfile.py:471(__del__)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\logging\__init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:621(NavigationToolbar2Tk)
       36    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\fromnumeric.py:3263(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\context.py:280(config_proto_serialized)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListCount}
        7    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\layers\core\embedding.py:129(embeddings)
       18    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\PIL\PngImagePlugin.py:157(__init__)
       34    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\artist.py:846(get_alpha)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axes\_base.py:2514(_unit_change_handler)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:463(FigureManagerTk)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\preprocessing\_data.py:408(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\collections\__init__.py:1032(__bool__)
       29    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\numeric.py:2311(_isclose_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\threading.py:1211(native_id)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\ops.py:5414(add_to_collection)
        9    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\distribute\distribute_lib.py:348(__init__)
       34    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\text.py:816(get_color)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axes\_base.py:3109(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch_geometric\nn\conv\propagate.jinja:1(<module>)
       30    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\lib\_arraysetops_impl.py:1109(_union1d_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\common.py:641(fill_missing_names)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\multi.py:1331(dtype)
       50    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\common.py:148(__enter__)
